,Name,Utility,Std
0,1-MG,439.55793777318786,0.0
1,O-LTE,444.30628434661605,13.430352245980895
2,CROSS,376.18603752186687,0.0
3,GWOL,527.9958927032948,22.66371941509304
4,PUMA,550.5505389270805,26.021307476588305
