,Name,Utility,Std
0,1-MG,2197.789688865939,0.0
1,O-LTE,2231.0874692120915,17.680796744464985
2,CROSS,0.0,-1.0
3,GWOL,2276.667508806449,26.266149623276988
4,PUMA,2326.967632112704,27.408300411748662
