,Name,Utility,Std
0,1-MG,2197.789688865939,0.0
1,O-LTE,2229.9597369009016,11.83269332793084
2,CROSS,0.0,-1.0
3,GWOL,2364.096440089702,38.065634758558595
4,PUMA,2450.007624056862,42.0907501830456
